,STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Grand Total
395,UTTARAKHAND,2009,Unemployed,0,10,16,5,0,31,0,4,1,0,0,5,36
396,UTTARAKHAND,2009,Self-employed (Business activity),0,2,4,2,0,8,0,0,2,0,0,2,10
397,UTTARAKHAND,2009,Professional Activity,0,2,8,14,3,27,0,5,2,0,0,7,34
398,UTTARAKHAND,2009,Farming/Agriculture Activity,0,10,9,4,3,26,0,4,0,0,0,4,30
399,UTTARAKHAND,2009,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
400,UTTARAKHAND,2009,Retired Person,1,12,7,17,5,42,0,6,8,6,0,20,62
401,UTTARAKHAND,2009,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
402,UTTARAKHAND,2009,Total,2,77,55,57,11,202,3,79,42,15,1,140,342
403,UTTARAKHAND,2009,Total Salaried,0,21,11,15,0,47,0,2,4,2,0,8,55
404,UTTARAKHAND,2009,Total Self-employed,0,14,21,20,6,61,0,9,4,0,0,13,74
405,WEST BENGAL,2009,House Wife,0,0,0,0,0,0,0,1495,1256,488,66,3305,3305
406,WEST BENGAL,2009,Service (Government),0,32,94,53,0,179,0,19,26,14,1,60,239
407,WEST BENGAL,2009,Service (Private),0,143,241,266,6,656,0,64,80,15,1,160,816
408,WEST BENGAL,2009,Public Sector Undertaking,0,67,228,215,4,514,0,33,37,23,0,93,607
409,WEST BENGAL,2009,Student,117,313,23,0,0,453,120,279,18,0,0,417,870
410,WEST BENGAL,2009,Unemployed,1,448,591,108,3,1151,1,86,88,29,0,204,1355
411,WEST BENGAL,2009,Self-employed (Business activity),0,290,471,333,44,1138,0,69,83,44,4,200,1338
412,WEST BENGAL,2009,Professional Activity,0,23,96,59,2,180,0,15,13,0,0,28,208
413,WEST BENGAL,2009,Farming/Agriculture Activity,1,256,402,217,53,929,4,49,52,18,2,125,1054
414,WEST BENGAL,2009,Others (Please Specify),72,329,724,312,67,1504,18,204,168,90,26,506,2010
415,WEST BENGAL,2009,Retired Person,0,0,0,0,58,58,0,0,0,0,30,30,88
416,WEST BENGAL,2009,Others (Please Specify),44,506,539,417,226,1732,75,412,310,163,66,1026,2758
417,WEST BENGAL,2009,Total,235,2407,3409,1980,463,8494,218,2725,2131,884,196,6154,14648
418,WEST BENGAL,2009,Total Salaried,0,242,563,534,10,1349,0,116,143,52,2,313,1662
419,WEST BENGAL,2009,Total Self-employed,73,898,1693,921,166,3751,22,337,316,152,32,859,4610
420,TOTAL (STATES),2009,House Wife,0,0,0,0,0,0,62,10751,8459,3792,1524,24588,24588
421,TOTAL (STATES),2009,Service (Government),0,273,608,461,24,1366,0,125,108,59,2,294,1660
422,TOTAL (STATES),2009,Service (Private),3,2643,3800,2032,383,8861,2,722,500,239,64,1527,10388
423,TOTAL (STATES),2009,Public Sector Undertaking,0,707,940,652,136,2435,1,173,145,100,17,436,2871
424,TOTAL (STATES),2009,Student,636,2829,171,11,0,3647,609,2183,88,3,0,2883,6530
425,TOTAL (STATES),2009,Unemployed,36,2783,3338,1493,416,8066,25,639,422,275,88,1449,9515
426,TOTAL (STATES),2009,Self-employed (Business activity),24,1759,2732,2072,563,7150,2,199,229,103,19,552,7702
427,TOTAL (STATES),2009,Professional Activity,20,850,1214,937,199,3220,0,153,123,54,16,346,3566
428,TOTAL (STATES),2009,Farming/Agriculture Activity,46,3418,5762,3977,1563,14766,27,929,803,481,169,2409,17175
429,TOTAL (STATES),2009,Others (Please Specify),217,4541,6060,4232,1740,16790,297,1822,1597,868,349,4933,21723
430,TOTAL (STATES),2009,Retired Person,1,17,29,189,590,826,0,10,46,31,108,195,1021
431,TOTAL (STATES),2009,Others (Please Specify),500,3313,4211,3285,1601,12910,393,1953,1430,935,510,5221,18131
432,TOTAL (STATES),2009,Total,1483,23133,28865,19341,7215,80037,1418,19659,13950,6940,2866,44833,124870
433,TOTAL (STATES),2009,Total Salaried,3,3623,5348,3145,543,12662,3,1020,753,398,83,2257,14919
434,TOTAL (STATES),2009,Total Self-employed,307,10568,15768,11218,4065,41926,326,3103,2752,1506,553,8240,50166
435,A & N ISLANDS,2009,House Wife,0,0,0,0,0,0,0,14,10,4,1,29,29
436,A & N ISLANDS,2009,Service (Government),0,0,3,9,1,13,0,0,1,0,0,1,14
437,A & N ISLANDS,2009,Service (Private),0,20,10,10,2,42,0,0,2,0,0,2,44
438,A & N ISLANDS,2009,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
439,A & N ISLANDS,2009,Student,1,2,0,0,0,3,7,3,0,0,0,10,13
440,A & N ISLANDS,2009,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0
441,A & N ISLANDS,2009,Self-employed (Business activity),0,0,2,0,0,2,0,0,0,0,0,0,2
442,A & N ISLANDS,2009,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
443,A & N ISLANDS,2009,Farming/Agriculture Activity,0,5,7,5,2,19,0,0,0,0,0,0,19
444,A & N ISLANDS,2009,Others (Please Specify),0,4,1,1,0,6,0,2,1,0,0,3,9
445,A & N ISLANDS,2009,Retired Person,0,0,0,0,1,1,0,0,0,0,0,0,1
446,A & N ISLANDS,2009,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
447,A & N ISLANDS,2009,Total,1,31,23,25,6,86,7,19,14,4,1,45,131
448,A & N ISLANDS,2009,Total Salaried,0,20,13,19,3,55,0,0,3,0,0,3,58
449,A & N ISLANDS,2009,Total Self-employed,0,9,10,6,2,27,0,2,1,0,0,3,30
450,CHANDIGARH,2009,House Wife,0,0,0,0,0,0,0,6,8,1,2,17,17
451,CHANDIGARH,2009,Service (Government),0,0,4,3,0,7,0,0,0,0,0,0,7
452,CHANDIGARH,2009,Service (Private),0,0,3,2,0,5,0,0,1,0,0,1,6
453,CHANDIGARH,2009,Public Sector Undertaking,0,5,6,1,0,12,0,0,0,0,0,0,12
454,CHANDIGARH,2009,Student,0,6,0,0,0,6,1,11,0,0,0,12,18
455,CHANDIGARH,2009,Unemployed,0,3,3,1,0,7,0,0,0,0,0,0,7
456,CHANDIGARH,2009,Self-employed (Business activity),0,0,1,1,1,3,0,0,0,0,0,0,3
457,CHANDIGARH,2009,Professional Activity,0,0,1,0,0,1,0,0,0,0,0,0,1
458,CHANDIGARH,2009,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
459,CHANDIGARH,2009,Others (Please Specify),0,1,0,0,0,1,0,0,0,0,0,0,1
460,CHANDIGARH,2009,Retired Person,0,0,0,0,1,1,0,0,0,0,0,0,1
461,CHANDIGARH,2009,Others (Please Specify),0,1,0,0,0,1,0,1,0,0,0,1,2
462,CHANDIGARH,2009,Total,0,16,18,8,2,44,1,18,9,1,2,31,75
463,CHANDIGARH,2009,Total Salaried,0,5,13,6,0,24,0,0,1,0,0,1,25
464,CHANDIGARH,2009,Total Self-employed,0,1,2,1,1,5,0,0,0,0,0,0,5
465,D & N HAVELI,2009,House Wife,0,0,0,0,0,0,0,10,2,1,6,19,19
466,D & N HAVELI,2009,Service (Government),0,0,1,0,0,1,0,0,0,0,0,0,1
467,D & N HAVELI,2009,Service (Private),0,6,3,1,0,10,0,0,2,0,0,2,12
468,D & N HAVELI,2009,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
469,D & N HAVELI,2009,Student,0,2,0,0,0,2,0,4,0,0,0,4,6
470,D & N HAVELI,2009,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0
471,D & N HAVELI,2009,Self-employed (Business activity),0,0,0,1,0,1,0,0,0,0,0,0,1
472,D & N HAVELI,2009,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
473,D & N HAVELI,2009,Farming/Agriculture Activity,0,2,5,6,2,15,0,0,0,0,0,0,15
474,D & N HAVELI,2009,Others (Please Specify),0,0,1,0,0,1,0,0,0,0,1,1,2
475,D & N HAVELI,2009,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
476,D & N HAVELI,2009,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
477,D & N HAVELI,2009,Total,0,10,10,8,2,30,0,14,4,1,7,26,56
478,D & N HAVELI,2009,Total Salaried,0,6,4,1,0,11,0,0,2,0,0,2,13
479,D & N HAVELI,2009,Total Self-employed,0,2,6,7,2,17,0,0,0,0,1,1,18
480,DAMAN & DIU,2009,House Wife,0,0,0,0,0,0,0,0,3,1,0,4,4
481,DAMAN & DIU,2009,Service (Government),0,0,0,0,0,0,0,0,0,0,0,0,0
482,DAMAN & DIU,2009,Service (Private),0,6,0,0,0,6,0,0,1,0,0,1,7
483,DAMAN & DIU,2009,Public Sector Undertaking,0,0,0,0,0,0,0,1,0,0,0,1,1
484,DAMAN & DIU,2009,Student,0,1,0,1,0,2,1,0,0,0,0,1,3
485,DAMAN & DIU,2009,Unemployed,0,0,0,1,0,1,0,0,0,0,0,0,1
486,DAMAN & DIU,2009,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
487,DAMAN & DIU,2009,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
488,DAMAN & DIU,2009,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
489,DAMAN & DIU,2009,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
490,DAMAN & DIU,2009,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
491,DAMAN & DIU,2009,Others (Please Specify),0,1,2,1,2,6,0,0,1,0,0,1,7
492,DAMAN & DIU,2009,Total,0,8,2,3,2,15,1,1,5,1,0,8,23
493,DAMAN & DIU,2009,Total Salaried,0,6,0,0,0,6,0,1,1,0,0,2,8
494,DAMAN & DIU,2009,Total Self-employed,0,0,0,0,0,0,0,0,0,0,0,0,0
495,DELHI (UT),2009,House Wife,0,0,0,0,0,0,0,198,98,21,6,323,323
496,DELHI (UT),2009,Service (Government),0,4,9,5,0,18,0,1,1,0,0,2,20
497,DELHI (UT),2009,Service (Private),0,88,99,21,2,210,0,16,3,2,0,21,231
498,DELHI (UT),2009,Public Sector Undertaking,0,9,11,4,0,24,0,2,0,0,0,2,26
499,DELHI (UT),2009,Student,10,87,2,0,0,99,7,58,1,0,0,66,165
500,DELHI (UT),2009,Unemployed,1,129,80,25,3,238,5,30,7,0,0,42,280
501,DELHI (UT),2009,Self-employed (Business activity),0,13,12,5,1,31,0,0,0,0,0,0,31
502,DELHI (UT),2009,Professional Activity,0,3,5,4,0,12,0,1,0,0,0,1,13
503,DELHI (UT),2009,Farming/Agriculture Activity,0,1,3,1,0,5,0,0,0,0,0,0,5
504,DELHI (UT),2009,Others (Please Specify),0,39,43,22,4,108,0,12,8,4,0,24,132
505,DELHI (UT),2009,Retired Person,0,0,0,0,7,7,0,0,0,0,0,0,7
506,DELHI (UT),2009,Others (Please Specify),4,84,61,21,11,181,7,42,7,6,1,63,244
507,DELHI (UT),2009,Total,15,457,325,108,28,933,19,360,125,33,7,544,1477
508,DELHI (UT),2009,Total Salaried,0,101,119,30,2,252,0,19,4,2,0,25,277
509,DELHI (UT),2009,Total Self-employed,0,56,63,32,5,156,0,13,8,4,0,25,181
510,LAKSHADWEEP,2009,House Wife,0,0,0,0,0,0,0,0,1,0,0,1,1
511,LAKSHADWEEP,2009,Service (Government),0,0,0,0,0,0,0,0,0,0,0,0,0
512,LAKSHADWEEP,2009,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0
513,LAKSHADWEEP,2009,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
514,LAKSHADWEEP,2009,Student,0,0,0,0,0,0,0,0,0,0,0,0,0
515,LAKSHADWEEP,2009,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0
516,LAKSHADWEEP,2009,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
517,LAKSHADWEEP,2009,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
518,LAKSHADWEEP,2009,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
519,LAKSHADWEEP,2009,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
520,LAKSHADWEEP,2009,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
521,LAKSHADWEEP,2009,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
522,LAKSHADWEEP,2009,Total,0,0,0,0,0,0,0,0,1,0,0,1,1
523,LAKSHADWEEP,2009,Total Salaried,0,0,0,0,0,0,0,0,0,0,0,0,0
524,LAKSHADWEEP,2009,Total Self-employed,0,0,0,0,0,0,0,0,0,0,0,0,0
525,PUDUCHERRY,2009,House Wife,0,0,0,0,0,0,0,50,32,23,6,111,111
526,PUDUCHERRY,2009,Service (Government),0,2,3,6,0,11,0,0,1,0,0,1,12
527,PUDUCHERRY,2009,Service (Private),0,7,10,1,1,19,0,12,1,0,0,13,32
528,PUDUCHERRY,2009,Public Sector Undertaking,0,1,0,3,0,4,0,0,0,0,0,0,4
529,PUDUCHERRY,2009,Student,2,7,0,0,0,9,4,13,0,0,0,17,26
530,PUDUCHERRY,2009,Unemployed,0,16,14,20,26,76,0,24,4,2,7,37,113
531,PUDUCHERRY,2009,Self-employed (Business activity),0,2,3,3,1,9,0,0,0,0,0,0,9
532,PUDUCHERRY,2009,Professional Activity,0,18,18,13,0,49,0,2,2,1,0,5,54
533,PUDUCHERRY,2009,Farming/Agriculture Activity,0,38,43,56,9,146,0,2,5,1,0,8,154
534,PUDUCHERRY,2009,Others (Please Specify),0,0,1,1,0,2,0,0,0,0,0,0,2
535,PUDUCHERRY,2009,Retired Person,0,0,0,0,1,1,0,0,0,0,0,0,1
536,PUDUCHERRY,2009,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
537,PUDUCHERRY,2009,Total,2,91,92,103,38,326,4,103,45,27,13,192,518
538,PUDUCHERRY,2009,Total Salaried,0,10,13,10,1,34,0,12,2,0,0,14,48
539,PUDUCHERRY,2009,Total Self-employed,0,58,65,73,10,206,0,4,7,2,0,13,219
540,TOTAL (UTs),2009,House Wife,0,0,0,0,0,0,0,278,154,51,21,504,504
541,TOTAL (UTs),2009,Service (Government),0,6,20,23,1,50,0,1,3,0,0,4,54
542,TOTAL (UTs),2009,Service (Private),0,127,125,35,5,292,0,28,10,2,0,40,332
543,TOTAL (UTs),2009,Public Sector Undertaking,0,15,17,8,0,40,0,3,0,0,0,3,43
544,TOTAL (UTs),2009,Student,13,105,2,1,0,121,20,89,1,0,0,110,231
545,TOTAL (UTs),2009,Unemployed,1,148,97,47,29,322,5,54,11,2,7,79,401
546,TOTAL (UTs),2009,Self-employed (Business activity),0,15,18,10,3,46,0,0,0,0,0,0,46
547,TOTAL (UTs),2009,Professional Activity,0,21,24,17,0,62,0,3,2,1,0,6,68
548,TOTAL (UTs),2009,Farming/Agriculture Activity,0,46,58,68,13,185,0,2,5,1,0,8,193
549,TOTAL (UTs),2009,Others (Please Specify),0,44,46,24,4,118,0,14,9,4,1,28,146
550,TOTAL (UTs),2009,Retired Person,0,0,0,0,10,10,0,0,0,0,0,0,10
551,TOTAL (UTs),2009,Others (Please Specify),4,86,63,22,13,188,7,43,8,6,1,65,253
552,TOTAL (UTs),2009,Total,18,613,470,255,78,1434,32,515,203,67,30,847,2281
553,TOTAL (UTs),2009,Total Salaried,0,148,162,66,6,382,0,32,13,2,0,47,429
554,TOTAL (UTs),2009,Total Self-employed,0,126,146,119,20,411,0,19,16,6,1,42,453
555,TOTAL (ALL INDIA),2009,House Wife,0,0,0,0,0,0,62,11029,8613,3843,1545,25092,25092
556,TOTAL (ALL INDIA),2009,Service (Government),0,279,628,484,25,1416,0,126,111,59,2,298,1714
557,TOTAL (ALL INDIA),2009,Service (Private),3,2770,3925,2067,388,9153,2,750,510,241,64,1567,10720
558,TOTAL (ALL INDIA),2009,Public Sector Undertaking,0,722,957,660,136,2475,1,176,145,100,17,439,2914
559,TOTAL (ALL INDIA),2009,Student,649,2934,173,12,0,3768,629,2272,89,3,0,2993,6761
560,TOTAL (ALL INDIA),2009,Unemployed,37,2931,3435,1540,445,8388,30,693,433,277,95,1528,9916
561,TOTAL (ALL INDIA),2009,Self-employed (Business activity),24,1774,2750,2082,566,7196,2,199,229,103,19,552,7748
562,TOTAL (ALL INDIA),2009,Professional Activity,20,871,1238,954,199,3282,0,156,125,55,16,352,3634
563,TOTAL (ALL INDIA),2009,Farming/Agriculture Activity,46,3464,5820,4045,1576,14951,27,931,808,482,169,2417,17368
564,TOTAL (ALL INDIA),2009,Others (Please Specify),217,4585,6106,4256,1744,16908,297,1836,1606,872,350,4961,21869
565,TOTAL (ALL INDIA),2009,Retired Person,1,17,29,189,600,836,0,10,46,31,108,195,1031
566,TOTAL (ALL INDIA),2009,Others (Please Specify),504,3399,4274,3307,1614,13098,400,1996,1438,941,511,5286,18384
567,TOTAL (ALL INDIA),2009,Total,1501,23746,29335,19596,7293,81471,1450,20174,14153,7007,2896,45680,127151
568,TOTAL (ALL INDIA),2009,Total Salaried,3,3771,5510,3211,549,13044,3,1052,766,400,83,2304,15348
569,TOTAL (ALL INDIA),2009,Total Self-employed,307,10694,15914,11337,4085,42337,326,3122,2768,1512,554,8282,50619
0,ANDHRA PRADESH,2010,House Wife,0,0,0,0,0,0,0,1067,879,409,246,2601,2601
1,ANDHRA PRADESH,2010,Service (Government),0,39,96,52,0,187,0,41,31,0,0,72,259
2,ANDHRA PRADESH,2010,Service (Private),0,352,361,198,18,929,0,58,36,11,9,114,1043
3,ANDHRA PRADESH,2010,Public Sector Undertaking,0,156,184,96,49,485,0,9,29,9,0,47,532
4,ANDHRA PRADESH,2010,Student,41,333,0,0,0,374,62,220,0,0,0,282,656
5,ANDHRA PRADESH,2010,Unemployed,0,266,208,87,0,561,0,27,48,0,0,75,636
6,ANDHRA PRADESH,2010,Self-employed (Business activity),0,324,371,192,50,937,0,43,2,10,3,58,995
7,ANDHRA PRADESH,2010,Professional Activity,0,86,75,37,20,218,0,6,1,2,1,10,228
8,ANDHRA PRADESH,2010,Farming/Agriculture Activity,4,563,824,573,166,2130,12,165,137,40,41,395,2525
9,ANDHRA PRADESH,2010,Others (Please Specify),32,963,1216,894,368,3473,29,343,187,112,76,747,4220
10,ANDHRA PRADESH,2010,Retired Person,0,0,0,9,57,66,0,0,0,11,7,18,84
11,ANDHRA PRADESH,2010,Others (Please Specify),18,448,527,428,166,1587,27,166,222,74,46,535,2122
12,ANDHRA PRADESH,2010,Total,95,3530,3862,2566,894,10947,130,2145,1572,678,429,4954,15901
13,ANDHRA PRADESH,2010,Total Salaried,0,547,641,346,67,1601,0,108,96,20,9,233,1834
14,ANDHRA PRADESH,2010,Total Self-employed,36,1936,2486,1696,604,6758,41,557,327,164,121,1210,7968
15,ARUNACHAL PRADESH,2010,House Wife,0,0,0,0,0,0,0,9,7,1,0,17,17
16,ARUNACHAL PRADESH,2010,Service (Government),0,6,4,1,0,11,0,0,0,0,0,0,11
17,ARUNACHAL PRADESH,2010,Service (Private),0,3,5,1,0,9,0,0,1,0,0,1,10
18,ARUNACHAL PRADESH,2010,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
19,ARUNACHAL PRADESH,2010,Student,4,4,0,0,0,8,4,4,0,0,0,8,16
20,ARUNACHAL PRADESH,2010,Unemployed,0,2,4,0,0,6,0,1,0,0,0,1,7
21,ARUNACHAL PRADESH,2010,Self-employed (Business activity),0,4,0,0,0,4,0,0,0,0,0,0,4
22,ARUNACHAL PRADESH,2010,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
23,ARUNACHAL PRADESH,2010,Farming/Agriculture Activity,0,7,9,1,1,18,0,0,0,0,0,0,18
24,ARUNACHAL PRADESH,2010,Others (Please Specify),0,4,4,3,1,12,0,0,0,0,0,0,12
25,ARUNACHAL PRADESH,2010,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
26,ARUNACHAL PRADESH,2010,Others (Please Specify),0,17,6,0,0,23,0,12,0,1,0,13,36
27,ARUNACHAL PRADESH,2010,Total,4,47,32,6,2,91,4,26,8,2,0,40,131
28,ARUNACHAL PRADESH,2010,Total Salaried,0,9,9,2,0,20,0,0,1,0,0,1,21
29,ARUNACHAL PRADESH,2010,Total Self-employed,0,15,13,4,2,34,0,0,0,0,0,0,34
30,ASSAM,2010,House Wife,0,0,0,0,0,0,0,205,146,55,9,415,415
31,ASSAM,2010,Service (Government),0,2,7,9,0,18,0,1,0,0,0,1,19
32,ASSAM,2010,Service (Private),0,19,28,10,0,57,0,11,5,0,0,16,73
33,ASSAM,2010,Public Sector Undertaking,0,19,51,26,2,98,0,2,12,6,0,20,118
34,ASSAM,2010,Student,20,128,0,0,0,148,14,85,0,0,0,99,247
35,ASSAM,2010,Unemployed,0,3,28,34,1,66,0,12,2,2,0,16,82
36,ASSAM,2010,Self-employed (Business activity),0,112,163,95,1,371,0,36,23,11,0,70,441
37,ASSAM,2010,Professional Activity,0,59,45,29,3,136,0,7,3,0,0,10,146
38,ASSAM,2010,Farming/Agriculture Activity,0,132,126,82,12,352,0,6,9,1,1,17,369
39,ASSAM,2010,Others (Please Specify),9,189,219,112,36,565,8,96,83,42,9,238,803
40,ASSAM,2010,Retired Person,0,0,2,2,6,10,0,0,0,0,0,0,10
41,ASSAM,2010,Others (Please Specify),5,82,66,43,9,205,10,28,19,5,3,65,270
42,ASSAM,2010,Total,34,745,735,442,70,2026,32,489,302,122,22,967,2993
43,ASSAM,2010,Total Salaried,0,40,86,45,2,173,0,14,17,6,0,37,210
44,ASSAM,2010,Total Self-employed,9,492,553,318,52,1424,8,145,118,54,10,335,1759
45,BIHAR,2010,House Wife,0,0,0,0,0,0,0,80,89,26,9,204,204
46,BIHAR,2010,Service (Government),0,6,5,2,0,13,0,2,6,0,0,8,21
47,BIHAR,2010,Service (Private),0,23,12,5,1,41,2,2,3,1,0,8,49
48,BIHAR,2010,Public Sector Undertaking,0,2,0,0,0,2,0,0,0,0,0,0,2
49,BIHAR,2010,Student,12,21,6,0,0,39,14,13,8,0,0,35,74
50,BIHAR,2010,Unemployed,0,36,28,9,0,73,3,3,6,3,0,15,88
51,BIHAR,2010,Self-employed (Business activity),0,4,6,2,0,12,0,2,2,0,0,4,16
52,BIHAR,2010,Professional Activity,0,2,2,1,0,5,0,0,0,0,0,0,5
53,BIHAR,2010,Farming/Agriculture Activity,0,27,39,20,5,91,0,3,1,0,0,4,95
54,BIHAR,2010,Others (Please Specify),12,49,108,80,15,264,7,17,25,2,0,51,315
55,BIHAR,2010,Retired Person,0,0,0,0,1,1,0,0,0,0,2,2,3
56,BIHAR,2010,Others (Please Specify),16,58,66,17,14,171,28,105,19,21,10,183,354
57,BIHAR,2010,Total,40,228,272,136,36,712,54,227,159,53,21,514,1226
58,BIHAR,2010,Total Salaried,0,31,17,7,1,56,2,4,9,1,0,16,72
59,BIHAR,2010,Total Self-employed,12,82,155,103,20,372,7,22,28,2,0,59,431
60,CHHATTISGARH,2010,House Wife,0,0,0,0,0,0,2,453,286,91,30,862,862
61,CHHATTISGARH,2010,Service (Government),0,8,16,14,0,38,0,1,0,1,0,2,40
62,CHHATTISGARH,2010,Service (Private),0,127,103,55,2,287,0,22,18,2,2,44,331
63,CHHATTISGARH,2010,Public Sector Undertaking,0,16,13,15,0,44,0,0,0,0,0,0,44
64,CHHATTISGARH,2010,Student,47,166,9,1,0,223,24,125,5,0,0,154,377
65,CHHATTISGARH,2010,Unemployed,4,177,306,104,2,593,2,13,4,0,0,19,612
66,CHHATTISGARH,2010,Self-employed (Business activity),0,42,31,18,7,98,0,2,4,0,0,6,104
67,CHHATTISGARH,2010,Professional Activity,0,86,95,40,10,231,0,2,1,1,0,4,235
68,CHHATTISGARH,2010,Farming/Agriculture Activity,3,196,274,219,86,778,2,65,137,103,41,348,1126
69,CHHATTISGARH,2010,Others (Please Specify),0,294,423,411,175,1303,5,93,113,47,26,284,1587
70,CHHATTISGARH,2010,Retired Person,0,0,0,0,1,1,0,0,0,0,0,0,1
71,CHHATTISGARH,2010,Others (Please Specify),56,272,268,225,128,949,23,86,79,47,19,254,1203
72,CHHATTISGARH,2010,Total,110,1384,1538,1102,411,4545,58,862,647,292,118,1977,6522
73,CHHATTISGARH,2010,Total Salaried,0,151,132,84,2,369,0,23,18,3,2,46,415
74,CHHATTISGARH,2010,Total Self-employed,3,618,823,688,278,2410,7,162,255,151,67,642,3052
75,GOA,2010,House Wife,0,0,0,0,0,0,0,14,18,9,11,52,52
76,GOA,2010,Service (Government),0,1,4,4,0,9,0,0,0,0,0,0,9
77,GOA,2010,Service (Private),0,24,31,11,1,67,0,3,0,0,0,3,70
78,GOA,2010,Public Sector Undertaking,0,1,1,0,0,2,0,0,0,0,0,0,2
79,GOA,2010,Student,2,10,1,0,0,13,2,8,0,0,0,10,23
80,GOA,2010,Unemployed,0,15,19,14,3,51,1,7,2,0,0,10,61
81,GOA,2010,Self-employed (Business activity),0,2,4,5,0,11,0,0,0,0,0,0,11
82,GOA,2010,Professional Activity,0,0,0,1,0,1,0,0,0,0,0,0,1
83,GOA,2010,Farming/Agriculture Activity,0,2,3,3,7,15,0,0,0,0,0,0,15
84,GOA,2010,Others (Please Specify),0,5,5,4,4,18,0,0,0,0,0,0,18
85,GOA,2010,Retired Person,0,0,0,0,3,3,0,0,0,0,0,0,3
86,GOA,2010,Others (Please Specify),0,9,13,21,3,46,0,5,1,0,5,11,57
87,GOA,2010,Total,2,69,81,63,21,236,3,37,21,9,16,86,322
88,GOA,2010,Total Salaried,0,26,36,15,1,78,0,3,0,0,0,3,81
89,GOA,2010,Total Self-employed,0,9,12,13,11,45,0,0,0,0,0,0,45
90,GUJARAT,2010,House Wife,0,0,0,0,0,0,2,726,512,253,82,1575,1575
91,GUJARAT,2010,Service (Government),0,17,31,14,0,62,0,6,5,2,0,13,75
92,GUJARAT,2010,Service (Private),0,197,202,116,9,524,0,42,44,11,1,98,622
93,GUJARAT,2010,Public Sector Undertaking,0,23,31,20,3,77,0,11,7,6,0,24,101
94,GUJARAT,2010,Student,19,125,6,1,0,151,18,121,3,0,0,142,293
95,GUJARAT,2010,Unemployed,1,217,231,81,18,548,0,39,17,5,0,61,609
96,GUJARAT,2010,Self-employed (Business activity),1,151,185,70,21,428,6,8,12,11,2,39,467
97,GUJARAT,2010,Professional Activity,2,116,127,63,13,321,0,10,5,4,0,19,340
98,GUJARAT,2010,Farming/Agriculture Activity,1,127,201,104,25,458,1,18,25,17,4,65,523
99,GUJARAT,2010,Others (Please Specify),3,193,203,168,32,599,4,58,34,26,8,130,729
100,GUJARAT,2010,Retired Person,0,2,1,11,85,99,0,0,0,8,44,52,151
101,GUJARAT,2010,Others (Please Specify),10,175,194,110,57,546,11,66,58,24,17,176,722
102,GUJARAT,2010,Total,37,1343,1412,758,263,3813,42,1105,722,367,158,2394,6207
103,GUJARAT,2010,Total Salaried,0,237,264,150,12,663,0,59,56,19,1,135,798
104,GUJARAT,2010,Total Self-employed,7,587,716,405,91,1806,11,94,76,58,14,253,2059
105,HARYANA,2010,House Wife,0,0,0,0,0,0,0,174,124,50,16,364,364
106,HARYANA,2010,Service (Government),0,14,16,10,0,40,0,24,18,3,0,45,85
107,HARYANA,2010,Service (Private),0,78,72,42,2,194,0,18,7,2,0,27,221
108,HARYANA,2010,Public Sector Undertaking,0,8,2,1,0,11,1,4,0,0,0,5,16
109,HARYANA,2010,Student,12,101,6,0,0,119,8,21,0,0,0,29,148
